year_month,country_names_HM,alpha_3_code,geoname_id_final,cv19_category_final,cv19_quality_final,id_curated
2020-05-01,United States,USA,5134086,Diagnostics,Falsified,556139
2020-12-01,United States,USA,5037779,Personal Protective Equipment,Falsified,858111
2020-05-01,United States,USA,4347778,Diagnostics,Diverted/Unregistered,563221
2020-05-01,United States,USA,5192726,Medicines,Diverted/Unregistered,564727
2021-02-01,United States,USA,4508722,Medicines,Falsified,936346
2020-04-01,United States,USA,4508722,Personal Protective Equipment,Falsified,539880
2020-06-01,United States,USA,6252001,Personal Protective Equipment,Falsified,602903
2020-05-01,United States,USA,5332921,Diagnostics,Diverted/Unregistered,566076
2020-07-01,United States,USA,4831725,Diagnostics,Substandard,678079
2020-05-01,United States,USA,5110629,Medicines,Diverted/Unregistered,566171
2020-12-01,United States,USA,5308655,Personal Protective Equipment,Falsified,867638
2021-03-01,United States,USA,4887398,Personal Protective Equipment,Falsified,967494
2020-07-01,United States,USA,4929399,Sanitisers & disinfectants,Substandard,642660
2020-05-01,United States,USA,5110629,Diagnostics,Falsified,566171
2022-02-01,United States,USA,4299276,Medicines,Diverted/Unregistered,1394224
2022-02-01,United States,USA,4259418,Medicines,Diverted/Unregistered,1396572
2022-01-01,United States,USA,5128581,Vaccines,Falsified,1349246
2021-07-01,United States,USA,6252001,Personal Protective Equipment,Falsified,1160268
2020-05-01,United States,USA,5128581,Personal Protective Equipment,Falsified,572257
2020-08-01,United States,USA,5729485,Medicines,Diverted/Unregistered,707393
2020-11-01,United States,USA,6252001,Medicines,Falsified,827230
2020-10-01,United States,USA,6252001,Personal Protective Equipment,Falsified,786684
2022-01-01,United States,USA,6252001,Diagnostics,Substandard,1358463
2021-03-01,United States,USA,4990729,Vaccines,Diverted/Unregistered,981668
2020-07-01,United States,USA,5551752,Sanitisers & disinfectants,Substandard or Falsified,652175
2021-01-01,United States,USA,5110629,Personal Protective Equipment,Substandard or Falsified,886689
2022-01-01,United States,USA,4335045,Personal Protective Equipment,Falsified,1363062
2021-05-01,United States,USA,4347778,Vaccines,Substandard,1071640
2021-03-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,991177
2020-08-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard or Falsified,687231
2021-03-01,United States,USA,4236895,Vaccines,Diverted/Unregistered,992152
2020-08-01,United States,USA,4915545,Medicines,Diverted/Unregistered,686396
2020-07-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,664315
2020-07-01,United States,USA,4662168,Sanitisers & disinfectants,Substandard,665628
2020-06-01,United States,USA,4347778,Medicines,Falsified,593984
2021-02-01,United States,USA,4641239,Vaccines,Diverted/Unregistered,957718
2020-04-01,United States,USA,4160021,Personal Protective Equipment,Falsified,530144
2020-06-01,United States,USA,6252001,Medicines,Falsified,593984
2021-08-01,United States,USA,6252001,Medicines,Falsified,1182127
2021-08-01,United States,USA,4299276,Diagnostics,Falsified,1179830
2021-01-01,United States,USA,5110629,Diagnostics,Substandard or Falsified,886689
2020-08-01,United States,USA,5309842,Medicines,Falsified,694649
2021-01-01,United States,USA,5393015,Vaccines,Substandard,897789
2020-08-01,United States,USA,5279468,Sanitisers & disinfectants,Substandard or Falsified,675623
2020-10-01,United States,USA,4634946,Medicines,Falsified,756371
2021-04-01,United States,USA,4347778,Vaccines,Substandard,1011051
2020-03-01,United States,USA,5746545,Diagnostics,Falsified,529724
2020-08-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,677798
2021-01-01,United States,USA,4150673,Vaccines,Diverted/Unregistered,936933
2021-04-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,1041850
2021-10-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,1242074
2021-06-01,United States,USA,6252001,Diagnostics,Diverted/Unregistered,1084734
2021-08-01,United States,USA,6252001,Personal Protective Equipment,Substandard,1192621
2020-10-01,United States,USA,6252001,Diagnostics,Diverted/Unregistered,757518
2020-11-01,United States,USA,6252001,Medicines,Diverted/Unregistered,815477
2020-08-01,United States,USA,5128581,Medicines,Substandard,705051
2021-04-01,United States,USA,4699066,Personal Protective Equipment,Falsified,1023154
2022-01-01,United States,USA,6252001,Ventilation & oxygenation equipment and consumables,Substandard,1398682
2020-08-01,United States,USA,4361885,Sanitisers & disinfectants,Diverted/Unregistered,705838
2022-01-01,United States,USA,4393217,Medicines,Substandard,1352529
2021-05-01,United States,USA,5108193,Vaccines,Substandard,1067060
2020-05-01,United States,USA,4335045,Sanitisers & disinfectants,Falsified,581681
2021-03-01,United States,USA,6252001,Sanitisers & disinfectants,Falsified,961443
2020-07-01,United States,USA,6252001,Diagnostics,Substandard,666407
2022-02-01,United States,USA,4436296,Personal Protective Equipment,Substandard,1404932
2020-08-01,United States,USA,5192726,Personal Protective Equipment,Falsified,679801
2020-08-01,United States,USA,4915545,Diagnostics,Diverted/Unregistered,686396
2021-06-01,United States,USA,6252001,Medicines,Substandard,1090519
2022-02-01,United States,USA,4099753,Personal Protective Equipment,Substandard,1404932
2020-08-01,United States,USA,4347778,Personal Protective Equipment,Falsified,679888
2020-08-01,United States,USA,6252001,Personal Protective Equipment,Falsified,687581
2020-09-01,United States,USA,4074267,Diagnostics,Falsified,719163
2022-02-01,United States,USA,6252001,Ventilation & oxygenation equipment and consumables,Substandard,1418955
2021-02-01,United States,USA,8436085,Medicines,Diverted/Unregistered,928775
2021-06-01,United States,USA,5332921,Personal Protective Equipment,Falsified,1093443
2020-11-01,United States,USA,6252001,Vaccines,Diverted/Unregistered,835199
2020-12-01,United States,USA,6252001,Medicines,Falsified,865867
2020-09-01,United States,USA,6252001,Diagnostics,Diverted/Unregistered,713833
2022-03-01,United States,USA,6252001,Diagnostics,Diverted/Unregistered,1424695
2021-03-01,United States,USA,4347778,Vaccines,Substandard,1000915
2020-04-01,United States,USA,4160021,Medicines,Falsified,530144
2020-09-01,United States,USA,6252001,Diagnostics,Diverted/Unregistered,723812
2020-06-01,United States,USA,5122732,Personal Protective Equipment,Falsified,610033
2020-06-01,United States,USA,4341513,Personal Protective Equipment,Falsified,610906
2021-09-01,United States,USA,5567477,Personal Protective Equipment,Substandard,1232067
2022-03-01,United States,USA,6252001,Medicines,Substandard,1438852
2020-12-01,United States,USA,6252001,Medicines,Substandard,862732
2020-08-01,United States,USA,5809844,Medicines,Substandard or Falsified,699470
2020-04-01,United States,USA,4160021,Diagnostics,Falsified,530144
2021-07-01,United States,USA,4508722,Medicines,Diverted/Unregistered,1160270
2020-07-01,United States,USA,5481136,Sanitisers & disinfectants,Substandard or Falsified,638252
2020-06-01,United States,USA,4826850,Personal Protective Equipment,Falsified,614954
2021-10-01,United States,USA,6252001,Medicines,Substandard,1247381
2020-05-01,United States,USA,5128581,Medicines,Diverted/Unregistered,566171
2021-02-01,United States,USA,4508722,Personal Protective Equipment,Falsified,969460
2020-10-01,United States,USA,6252001,Medicines,Diverted/Unregistered,757518
2020-08-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,704243
2020-12-01,United States,USA,5391811,Diagnostics,Falsified,842418
2021-03-01,United States,USA,6252001,Medicines,Substandard,975669
2020-11-01,United States,USA,6252001,Diagnostics,Falsified,815477
2021-10-01,United States,USA,6252001,Personal Protective Equipment,Falsified,1263794
2021-02-01,United States,USA,5549222,Personal Protective Equipment,Falsified,944494
2021-01-01,United States,USA,5368361,Diagnostics,Substandard,893142
2021-02-01,United States,USA,4560349,Personal Protective Equipment,Falsified,930096
2022-02-01,United States,USA,4829764,Personal Protective Equipment,Substandard,1404932
2022-02-01,United States,USA,4662168,Personal Protective Equipment,Substandard,1404932
2020-07-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,666111
2020-09-01,United States,USA,6252001,Medicines,Falsified,713833
2021-02-01,United States,USA,6252001,Vaccines,Falsified,950068
2022-01-01,United States,USA,6252001,Diagnostics,Diverted/Unregistered,1362816
2020-07-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,631846
2021-10-01,United States,USA,6252001,Personal Protective Equipment,Falsified,1270534
2020-05-01,United States,USA,6252001,Personal Protective Equipment,Substandard or Falsified,564916
2020-06-01,United States,USA,4514282,Diagnostics,Falsified,628835
2020-12-01,United States,USA,4508722,Personal Protective Equipment,Falsified,845172
2021-03-01,United States,USA,6252001,Medicines,Substandard,978339
2021-01-01,United States,USA,4396862,Vaccines,Substandard,900582
2020-06-01,United States,USA,6252001,Personal Protective Equipment,Falsified,593984
2020-12-01,United States,USA,5279468,Vaccines,Substandard,895651
2021-10-01,United States,USA,6252001,Diagnostics,Substandard,1242382
2022-02-01,United States,USA,4138106,Personal Protective Equipment,Falsified,1391384
2020-04-01,United States,USA,4482348,Diagnostics,Diverted/Unregistered,530299
2021-12-01,United States,USA,6252001,Medicines,Substandard,1308398
2021-02-01,United States,USA,5392900,Medicines,Falsified,931627
2020-09-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard or Falsified,724196
2022-02-01,United States,USA,5815135,Personal Protective Equipment,Falsified,1398672
2020-06-01,United States,USA,6252001,Medicines,Diverted/Unregistered,602903
2021-01-01,United States,USA,5037779,Medicines,Diverted/Unregistered,900515
2020-06-01,United States,USA,4347778,Personal Protective Equipment,Falsified,593984
2020-08-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard or Falsified,689343
2020-11-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,807738
2021-03-01,United States,USA,6252001,Medicines,Diverted/Unregistered,966343
2021-01-01,United States,USA,5037649,Personal Protective Equipment,Falsified,895344
2021-05-01,United States,USA,4971068,Personal Protective Equipment,Falsified,1063771
2021-05-01,United States,USA,5815135,Vaccines,Diverted/Unregistered,1043734
2021-10-01,United States,USA,5551752,Medicines,Falsified,1243693
2022-02-01,United States,USA,4331987,Personal Protective Equipment,Substandard,1404932
2020-06-01,United States,USA,4560349,Personal Protective Equipment,Diverted/Unregistered,624639
2020-05-01,United States,USA,5358705,Sanitisers & disinfectants,Falsified,601700
2021-09-01,United States,USA,6252001,Medicines,Substandard,1213635
2021-06-01,United States,USA,6252001,Ventilation & oxygenation equipment and consumables,Substandard,1120503
2021-09-01,United States,USA,4299276,Medicines,Diverted/Unregistered,1232390
2020-06-01,United States,USA,6252001,Diagnostics,Diverted/Unregistered,602903
2021-02-01,United States,USA,5809844,Personal Protective Equipment,Falsified,957577
2020-05-01,United States,USA,5520993,Sanitisers & disinfectants,Diverted/Unregistered,576192
2020-12-01,United States,USA,5037779,Sanitisers & disinfectants,Substandard,867578
2021-09-01,United States,USA,4990729,Personal Protective Equipment,Falsified,1237228
2020-07-01,United States,USA,5308878,Sanitisers & disinfectants,Substandard or Falsified,652175
2021-01-01,United States,USA,4508722,Medicines,Substandard or Falsified,890267
2020-03-01,United States,USA,6252001,Diagnostics,Falsified,529643
2022-01-01,United States,USA,4930956,Personal Protective Equipment,Falsified,1382293
2021-04-01,United States,USA,4149962,Vaccines,Diverted/Unregistered,1013423
2021-08-01,United States,USA,6252001,Sanitisers & disinfectants,Substandard,1186717
2020-06-01,United States,USA,4347778,Personal Protective Equipment,Diverted/Unregistered,593984
2020-11-01,United States,USA,6252001,Medicines,Diverted/Unregistered,835199
2021-02-01,United States,USA,5323163,Vaccines,Substandard,933403
2021-02-01,United States,USA,5125125,Personal Protective Equipment,Falsified,934549
2021-07-01,United States,USA,6252001,Medicines,Substandard,1131542
2020-11-01,United States,USA,6252001,Personal Protective Equipment,Diverted/Unregistered,815477
2021-10-01,United States,USA,4891382,Diagnostics,Diverted/Unregistered,1292739
2021-02-01,United States,USA,4971068,Personal Protective Equipment,Falsified,937169
2021-06-01,United States,USA,5332921,Sanitisers & disinfectants,Substandard,1095799
2020-09-01,United States,USA,4887479,Personal Protective Equipment,Substandard or Falsified,727707
2022-02-01,United States,USA,4398678,Personal Protective Equipment,Substandard,1404932
2021-01-01,United States,USA,5520993,Personal Protective Equipment,Falsified,906822
2020-09-01,United States,USA,6252001,Personal Protective Equipment,Falsified,728784
2021-04-01,United States,USA,4887398,Vaccines,Diverted/Unregistered,1043609
